ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,Basin,glacier_frac
5892,Waterloo Ia,Mississippi,Cedar,1077,US,13328.1,13272.36,42.4955,-92.3344,-92.325,42.475, ,calibrated,01/01/1980 00:00',09/11/2023 00:00',10/11/2003 00:00',0.738999,0.0438006,KGEJSD,NorthAmerica,Mississipi,0.0
5893,Near Stratford Ia,Mississippi,Des Moines,1077,US,14120.7,14699.16,42.2511,-93.998,-93.975,42.275, ,calibrated,01/01/1980 00:00',29/11/2023 00:00',30/11/2003 00:00',0.803545,0.0139043,KGEJSD,NorthAmerica,Mississipi,0.0
5894,Near La Barge Wy,Colorado Pacific Ocean,Green,1077,US,10126.9,10046.96,42.1927,-110.1632,-110.175,42.175, ,calibrated,01/01/1980 00:00',02/11/2023 00:00',03/11/2003 00:00',0.882225,0.036363,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0539996038632834
5896,Wyoming Nebraska State Line,Mississippi,North Platte,1077,US,57544.6,56624.68,41.9886,-104.0533,-104.025,41.975, ,calibrated,01/01/1980 00:00',19/12/2023 00:00',20/12/2003 00:00',0.558665,0.153601,KGE,NorthAmerica,Mississipi,0.0024843395027485987
5897,Thompsonville Ct,Connecticut,Connecticut,1077,US,25019.4,24998.66624,41.9873,-72.6054,-72.625,41.975, ,calibrated,01/01/1980 00:00',06/12/2022 00:00',07/12/2002 00:00',0.849871,0.0274954,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,0.0
5898,Cedar Rapids Ia,Mississippi,Cedar,1077,US,16860.9,16847.9,41.9706,-91.6671,-91.675,41.975, ,calibrated,01/01/1980 00:00',28/11/2023 00:00',29/11/2003 00:00',0.736671,0.0392692,KGEJSD,NorthAmerica,Mississipi,0.0
5899,Above Seminoe Reservoire Nr Sinclair Wy,Mississippi,North Platte,1077,US,10813.3,10955.71,41.8722,-107.0575,-107.075,41.875, ,calibrated,01/01/1980 00:00',01/01/2024 00:00',02/01/2004 00:00',0.911853,0.0145588,KGEJSD,NorthAmerica,Mississipi,0.010696314333097326
5900,Near Seiad Valley Ca,Klamath,Klamath,1077,US,17974.6,20268.94,41.8537,-123.2323,-123.225,41.875, ,calibrated,01/01/1980 00:00',28/11/2023 00:00',29/11/2003 00:00',0.901903,0.0526786,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0011450962482488466
5901,Clinton Ia,Mississippi,Mississippi,1077,US,221704.0,222652.84,41.7806,-90.2521,-90.225,41.775, ,calibrated,01/01/1980 00:00',04/12/2023 00:00',05/12/2003 00:00',0.886775,0.0188598,KGEJSD,NorthAmerica,Mississipi,0.0
5902,Near Joslin Il,Mississippi,Rock,1077,US,24731.9,24787.02,41.5598,-90.1821,-90.175,41.575, ,calibrated,01/01/1980 00:00',20/11/2023 00:00',21/11/2003 00:00',0.750962,0.0167001,KGEJSD,NorthAmerica,Mississipi,0.0
5904,Near Klamath Ca,Klamath,Klamath,1077,US,31339.0,33824.05,41.5143,-124.0004,-124.025,41.525, ,calibrated,01/01/1980 00:00',13/11/2023 00:00',14/11/2003 00:00',0.876185,0.0187583,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.004830820340921807
5905,Waterville Ohio,St.Lawrence,Maumee,1077,US,16394.7,16313.03578,41.5001,-83.7127,-83.725,41.525, ,calibrated,01/01/1980 00:00',02/11/2023 00:00',03/11/2003 00:00',0.795699,0.03059,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,0.0
5908,Near Conesville Ia,Mississippi,Cedar,1077,US,20168.3,20194.5,41.41,-91.2852,-91.275,41.425, ,calibrated,01/01/1980 00:00',14/12/2023 00:00',15/12/2003 00:00',0.775356,0.0360355,KGEJSD,NorthAmerica,Mississipi,0.0
5909,Near Duncan Nebr,Mississippi,Platte,1077,US,153587.0,158890.75,41.3678,-97.4948,-97.525,41.375, ,calibrated,01/01/1980 00:00',11/10/2023 00:00',12/10/2003 00:00',0.719873,0.0218454,KGEJSD,NorthAmerica,Mississipi,0.0025204008470334203
5910,Inoezuekosaca,Kizilirmak,Kızılırmak,1077,TR,75121.0,76939.19846,41.3667,35.8333,35.825,41.375,,calibrated,01/01/1980 00:00',01/10/1986 00:00',01/01/1980 00:00',0.76031,0.0846604,KGEJSD,Europe,SouthEastTurkeyIsraelDon,0.0
5911,Near Wilmington Il,Mississippi,Kankakee,1077,US,13338.5,13336.61,41.3467,-88.1864,-88.175,41.325, ,calibrated,01/01/1980 00:00',04/10/2023 00:00',02/10/2003 00:00',0.748262,0.00741502,KGEJSD,NorthAmerica,Mississipi,0.0
5912,Waterloo Ne,Mississippi,Elkhorn,1077,US,17871.0,18144.47,41.2936,-96.2836,-96.275,41.275, ,calibrated,01/01/1980 00:00',08/11/2022 00:00',09/11/2002 00:00',0.69652,0.0239904,KGEJSD,NorthAmerica,Mississipi,0.0
5913,Near St  Paul Nebr,Mississippi,North Loup,1077,US,11142.2,10945.92,41.2633,-98.4492,-98.425,41.275, ,calibrated,01/01/1980 00:00',31/10/2023 00:00',01/11/2003 00:00',0.62952,0.0363605,KGEJSD,NorthAmerica,Mississipi,0.0
5914,Omaha Ne,Mississippi,Missouri,1077,US,846305.8,824569.56,41.2589,-95.9225,-95.925,41.275, ,calibrated,01/01/1980 00:00',01/01/2024 00:00',02/01/2004 00:00',0.848137,0.0490542,KGEJSD,NorthAmerica,Mississipi,0.005309336156804813
5915,Wilkes Barre Pa,Susquehanna,Susquehanna,1077,US,25796.4,26026.25434,41.2509,-75.8808,-75.875,41.275, ,calibrated,01/01/1980 00:00',04/12/2023 00:00',03/12/2003 00:00',0.802365,0.0106195,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5917,St Paul Nebr,Mississippi,Middle Loup,1077,US,20914.3,20014.38,41.2036,-98.4465,-98.425,41.225, ,calibrated,01/01/1980 00:00',31/10/2023 00:00',01/11/2003 00:00',0.518267,0.0699092,KGEJSD,NorthAmerica,Mississipi,0.0
5918,Carsamba,Coastal,Yesilirmak,1077,TR,35958.0,36056.56371,41.1989,36.7219,36.725,41.175,,calibrated,01/01/1981 00:00',01/10/1986 00:00',01/01/1981 00:00',0.643592,0.148322,KGEJSD,Europe,SouthEastTurkeyIsraelDon,0.0
5919,Meric Koep,Na,Maritsa,1077,TR,27251.0,38875.0,41.66458,26.50208,26.425,41.275, ,calibrated,01/01/1980 00:00',01/10/1986 00:00',01/01/1980 00:00',0.767409,0.0278119,KGEJSD,Europe,SouthEastTurkeyIsraelDon,0.0
5920,Wapello Ia,Mississippi,Iowa,1077,US,32375.0,32272.99,41.1781,-91.1821,-91.175,41.175, ,calibrated,01/01/1980 00:00',06/12/2023 00:00',07/12/2003 00:00',0.798231,0.00891427,KGEJSD,NorthAmerica,Mississipi,0.0
5921,Roscoe Nebr,Mississippi,South Platte,1077,US,61901.0,61251.87,41.1258,-101.5768,-101.575,41.125, ,calibrated,02/10/1982 00:00',05/10/2023 00:00',06/10/2003 00:00',0.73397,0.0770729,KGEJSD,NorthAmerica,Mississipi,0.0042413929178734015
5922,Henry Il,Mississippi,Illinois,1077,US,35076.4,31294.06,41.1073,-89.3565,-89.375,41.075, ,calibrated,02/10/1981 00:00',20/12/2023 00:00',21/12/2003 00:00',0.7853,0.00648381,KGEJSD,NorthAmerica,Mississipi,0.0
5923,Near Ashland Ne,Mississippi,Platte,1077,US,218078.0,218967.51,41.0622,-96.3247,-96.325,41.075, ,calibrated,24/07/1988 00:00',11/12/2023 00:00',12/12/2003 00:00',0.749935,0.0243406,KGEJSD,NorthAmerica,Mississipi,0.0018288954351339602
5924,Louisville Nebr,Mississippi,Platte,1077,US,221108.3,223313.17,41.0153,-96.1581,-96.175,41.025, ,calibrated,01/01/1980 00:00',11/12/2023 00:00',12/12/2003 00:00',0.768625,0.0273323,KGEJSD,NorthAmerica,Mississipi,0.001793304954810844
5926,Lewisburg Pa  West Branch,Susquehanna,Susquehanna,1077,US,17733.7,17641.34502,40.9676,-76.8764,-76.875,40.975, ,calibrated,01/01/1980 00:00',04/12/2023 00:00',05/12/2003 00:00',0.815954,0.0191514,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5927,Near Grand Island Nebr,Mississippi,Platte,1077,US,149313.5,156254.13,40.8745,-98.282,-98.275,40.875, ,calibrated,01/01/1980 00:00',12/12/2023 00:00',13/12/2003 00:00',0.674758,0.0206701,KGEJSD,NorthAmerica,Mississipi,0.0025629303840269905
5928,Augusta Ia,Mississippi,Skunk,1077,US,11168.1,11312.4,40.7536,-91.2779,-91.275,40.775, ,calibrated,01/01/1980 00:00',31/10/2023 00:00',01/11/2003 00:00',0.7071,0.0237029,KGEJSD,NorthAmerica,Mississipi,0.0
5929,Keosauqua Ia,Mississippi,Des Moines,1077,US,36358.4,36665.52,40.7278,-91.9596,-91.975,40.725, ,calibrated,01/01/1980 00:00',13/11/2023 00:00',14/11/2003 00:00',0.719001,0.121608,KGE,NorthAmerica,Mississipi,0.0
5930,Near Imlay Nv,Coastal,Humboldt,1077,US,40155.2,40395.57,40.6924,-118.2043,-118.225,40.675, ,calibrated,01/01/1980 00:00',02/08/2023 00:00',03/08/2003 00:00',0.777973,0.0751426,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
5932,Natrona Pa,Mississippi,Allegheny,1077,US,29551.9,29555.32,40.6153,-79.7184,-79.725,40.625, ,calibrated,01/01/1980 00:00',01/01/2024 00:00',02/01/2004 00:00',0.836876,0.0188795,KGEJSD,NorthAmerica,Mississipi,0.0
5933,Palisade Nv,Coastal,Humboldt,1077,US,13087.8,12950.01,40.6074,-116.2017,-116.175,40.625, ,calibrated,01/01/1980 00:00',04/10/2022 00:00',02/09/2002 00:00',0.869324,0.339934,KGE,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
5935,Lafayette In,Mississippi,Wabash,1077,US,18821.5,19042.44,40.422,-86.897,-86.875,40.425, ,calibrated,01/01/1980 00:00',07/11/2023 00:00',08/11/2003 00:00',0.788325,0.0114225,KGEJSD,NorthAmerica,Mississipi,0.0
5936,Near Kersey Co,Mississippi,South Platte,1077,US,25016.8,24487.07,40.4122,-104.5833,-104.575,40.425, ,calibrated,01/01/1980 00:00',01/10/2007 00:00',28/06/1987 00:00',0.654007,0.126829,KGEJSD,NorthAmerica,Mississipi,0.010609411391623432
5938,Keokuk Ia,Mississippi,Mississippi,1077,US,308210.0,309650.46,40.3937,-91.3743,-91.375,40.425, ,calibrated,01/01/1980 00:00',27/10/2020 00:00',28/10/2000 00:00',0.907447,0.0178593,KGEJSD,NorthAmerica,Mississipi,0.0
5939,Near Weldona Co,Mississippi,South Platte,1077,US,34162.1,34582.0,40.3219,-103.9219,-103.925,40.325, ,calibrated,01/01/1980 00:00',01/10/2007 00:00',01/07/1987 00:00',0.654637,0.182675,KGEJSD,NorthAmerica,Mississipi,0.007512387424572461
5941,Akcasusurluk,Coastal,Kocasu,1077,TR,21611.0,21635.66797,40.2996,28.4383,28.425,40.275, ,calibrated,01/01/1980 00:00',01/10/1986 00:00',01/01/1980 00:00',0.853873,0.0365643,KGEJSD,Europe,SouthEastTurkeyIsraelDon,0.0
5942,Cambridge Nebr,Mississippi,Republican,1077,US,37451.4,37396.96,40.2847,-100.1435,-100.125,40.275, ,calibrated,01/01/1980 00:00',04/10/2023 00:00',05/10/2003 00:00',0.352189,0.0756002,KGEJSD,NorthAmerica,Mississipi,0.0
5943,Harrisburg Pa,Susquehanna,Susquehanna,1077,US,62419.0,62494.50291,40.2548,-76.8861,-76.875,40.275, ,calibrated,01/01/1980 00:00',14/08/2023 00:00',15/08/2003 00:00',0.838807,0.0065704,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5944,Trenton N J,Delaware,Delaware,1077,US,17560.2,17538.58048,40.2217,-74.7781,-74.775,40.225, ,calibrated,01/01/1980 00:00',10/12/2021 00:00',11/12/2001 00:00',0.794073,0.0220177,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5945,Near Randlett Ut,Colorado Pacific Ocean,Duchesne,1077,US,10999.7,9929.4,40.2155,-109.7835,-109.775,40.175, ,calibrated,01/01/1980 00:00',05/10/2023 00:00',06/10/2003 00:00',0.756049,0.059962,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
5946,Stratton Nebr,Mississippi,Republican,1077,US,21238.0,21311.89,40.1411,-101.2288,-101.225,40.125, ,calibrated,01/01/1980 00:00',21/11/2023 00:00',22/11/2003 00:00',0.202086,0.271152,KGEJSD,NorthAmerica,Mississipi,0.0
5947,Near Oakford Il,Mississippi,Sangamon,1077,US,13190.9,13159.68,40.1239,-89.9851,-89.975,40.125, ,calibrated,01/01/1980 00:00',08/11/2023 00:00',09/11/2003 00:00',0.757014,0.0500687,KGEJSD,NorthAmerica,Mississipi,0.0
5948,Martins Ferry,Mississippi,Ohio,1077,US,63765.8,63777.69,40.1051,-80.7084,-80.725,40.125, ,calibrated,01/01/1980 00:00',01/10/1995 00:00',01/01/1980 00:00',0.837825,0.00783553,KGEJSD,NorthAmerica,Mississipi,0.0
5949,Surra,Kura,Kura,1077,AZ,178000.0,175121.4,40.0797,48.5253,48.525,40.075, ,calibrated,01/01/1983 00:00',01/01/1988 00:00',01/01/1983 00:00',0.434311,0.0522698,KGEJSD,Asia,CentralIranCaspianSeaSouthWestCoast,0.002542278850741523
5950,Rulo Ne,Mississippi,Missouri,1077,US,1084844.8,1065061.65,40.0536,-95.4222,-95.425,40.075, ,calibrated,01/01/1980 00:00',07/12/2023 00:00',08/12/2003 00:00',0.874093,0.0295414,KGEJSD,NorthAmerica,Mississipi,0.0044864854918279466
5951,Near Watson Ut,Colorado Pacific Ocean,White,1077,US,10411.8,10433.56,39.9789,-109.1787,-109.275,39.925, ,calibrated,02/10/1985 00:00',03/10/2023 00:00',04/10/2003 00:00',0.805362,0.0645856,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
5952,Henderson Co,Mississippi,South Platte,1077,US,12349.1,12390.63,39.9219,-104.8683,-104.875,39.925, ,calibrated,01/01/1980 00:00',01/10/2007 00:00',04/07/1987 00:00',0.525101,0.206897,KGEJSD,NorthAmerica,Mississipi,0.0019178901812435657
5953,Valley City,Mississippi,Illinois,1077,US,69267.0,65735.86,39.7034,-90.6454,-90.625,39.675, ,calibrated,01/01/1980 00:00',27/10/2022 00:00',28/10/2002 00:00',0.772055,0.0150592,KGEJSD,NorthAmerica,Mississipi,0.0
5954,Hancock Md,Potomac,Potomac,1077,US,10593.1,10805.63302,39.6976,-78.1779,-78.175,39.675, ,calibrated,01/01/1980 00:00',16/10/2023 00:00',17/10/2003 00:00',0.756213,0.0139499,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5955,Conowingo Md,Susquehanna,Susquehanna,1077,US,70189.0,70664.52787,39.6573,-76.175,-76.175,39.675, ,calibrated,01/01/1980 00:00',06/11/2023 00:00',07/11/2003 00:00',0.8251,0.0115909,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5956,Mcconnelsville Oh,Mississippi,Muskingum,1077,US,19223.0,19580.31,39.6451,-81.8499,-81.875,39.675, ,calibrated,01/01/1980 00:00',15/11/2023 00:00',16/11/2003 00:00',0.786154,0.0155167,KGEJSD,NorthAmerica,Mississipi,0.0
5957,Near Sumner Mo,Mississippi,Grand,1077,US,17819.2,17915.75,39.6403,-93.2738,-93.275,39.625, ,calibrated,01/01/1980 00:00',18/11/2021 00:00',16/11/2001 00:00',0.636641,0.031217,KGEJSD,NorthAmerica,Mississipi,0.0
5959,Juab Ut,Great Salt Lake,Sevier,1077,US,13377.4,13339.04,39.3747,-112.0396,-112.025,39.375, ,calibrated,01/01/1980 00:00',03/10/2023 00:00',04/10/2003 00:00',0.381604,0.503375,KGE,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
5960,Clay Center Ks,Mississippi,Republican,1077,US,63563.8,63211.97,39.3556,-97.1264,-97.125,39.375, ,calibrated,01/01/1980 00:00',11/09/2023 00:00',12/09/2003 00:00',0.50998,0.0462626,KGEJSD,NorthAmerica,Mississipi,0.0
5962,Higby Oh,Mississippi,Scioto,1077,US,13289.3,13377.16,39.2123,-82.8638,-82.875,39.225, ,calibrated,01/01/1980 00:00',15/11/2023 00:00',16/11/2003 00:00',0.796293,0.052302,KGEJSD,NorthAmerica,Mississipi,0.0
5963,Wamego Ks,Mississippi,Kansas,1077,US,143175.2,142767.41,39.1978,-96.3047,-96.275,39.175, ,calibrated,01/01/1980 00:00',07/11/2023 00:00',07/11/2003 00:00',0.684715,0.0645026,KGEJSD,NorthAmerica,Mississipi,0.0
5965,Kansas City Mo,Mississippi,Missouri,1077,US,1253819.0,1240945.39,39.1119,-94.588,-94.575,39.125, ,calibrated,01/01/1980 00:00',15/08/2023 00:00',16/08/2003 00:00',0.898693,0.0220768,KGEJSD,NorthAmerica,Mississipi,0.003850598892420633
5966,Garm,Aral Sea,Vakhsh,1077,TJ,20000.0,19268.7,39.0,70.33,70.275,39.025, ,calibrated,01/01/1980 00:00',01/01/1987 00:00',01/01/1980 00:00',0.847018,0.0590964,KGEJSD,Asia,SyrDaryaAmurDaryaLakeBalkash,0.5757535982240135
5967,Green River Utah,Colorado Pacific Ocean,Green,1077,US,116161.5,105994.27,38.9861,-110.1512,-110.125,38.925, ,calibrated,01/01/1980 00:00',08/12/2023 00:00',09/12/2003 00:00',0.862404,0.0462848,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.006198186642792391
5968,Desoto Kans,Mississippi,Kansas,1077,US,154768.0,154436.14,38.9833,-94.9647,-94.975,38.975, ,calibrated,01/01/1980 00:00',27/09/2023 00:00',28/09/2003 00:00',0.667852,0.0296454,KGEJSD,NorthAmerica,Mississipi,0.0
5969,Boonville Mo,Mississippi,Missouri,1077,US,1296813.0,1283870.43,38.9784,-92.7538,-92.725,38.975, ,calibrated,01/01/1980 00:00',16/08/2023 00:00',17/08/2003 00:00',0.882179,0.0163056,KGEJSD,NorthAmerica,Mississipi,0.003721859480493381
5970,Niles Ks,Mississippi,Solomon,1077,US,17534.3,17530.14,38.9689,-97.4764,-97.475,38.975, ,calibrated,01/01/1980 00:00',01/11/2023 00:00',02/11/2003 00:00',0.502901,0.0892302,KGEJSD,NorthAmerica,Mississipi,0.0
5972,Near Washington D C  Adjusted,Potomac,Potomac,1077,US,29940.4,29981.9049,38.9496,-77.1275,-77.125,38.925, ,calibrated,01/01/1980 00:00',30/09/2021 00:00',01/10/2001 00:00',0.735234,0.0293703,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
5973,Newberry In,Mississippi,White Trib. Ohio,1077,US,12141.9,12259.96,38.9275,-87.0114,-87.025,38.925, ,calibrated,01/01/1980 00:00',07/11/2023 00:00',08/11/2003 00:00',0.743688,0.0616827,KGEJSD,NorthAmerica,Mississipi,0.0
5974,Enterprise Ks,Mississippi,Smoky Hill,1077,US,49883.4,49722.21,38.9067,-97.1203,-97.125,38.925, ,calibrated,01/01/1980 00:00',03/08/2023 00:00',04/08/2003 00:00',0.722052,0.0371501,KGEJSD,NorthAmerica,Mississipi,0.0
5975,Alton Ill,Mississippi,Mississippi,1077,US,444185.0,444053.59,38.885,-90.1809,-90.175,38.875, ,calibrated,01/01/1983 00:00',01/10/1987 00:00',01/01/1983 00:00',0.809395,0.0259165,KGEJSD,NorthAmerica,Mississipi,0.0
5976,Near Cisco Utah,Colorado Pacific Ocean,Colorado,1077,US,62419.0,62106.56,38.8105,-109.2934,-109.275,38.825, ,calibrated,01/01/1980 00:00',22/08/2023 00:00',23/08/2003 00:00',0.832412,0.0778141,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.009202438977607467
5977,Near Cisco Ut,Colorado Pacific Ocean,Dolores,1077,US,11862.2,12168.1,38.7972,-109.1951,-109.175,38.775, ,calibrated,01/01/1983 00:00',05/12/2023 00:00',05/12/2003 00:00',0.701305,0.0578421,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0020076923109151094
5978,Verona Ca,Sacramento,Sacramento,1077,US,55040.1,57068.68,38.7743,-121.5983,-121.625,38.775, ,calibrated,01/01/1980 00:00',30/11/2022 00:00',01/12/2002 00:00',0.868208,0.0565571,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0016387182705588231
5979,Delta Co,Colorado Pacific Ocean,Gunnison,1077,US,14576.5,14582.82,38.753,-108.0784,-108.025,38.775, ,calibrated,01/01/1980 00:00',06/12/2023 00:00',07/12/2003 00:00',0.71818,0.0397567,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0016503825443040915
5980,Ellsworth Ks,Mississippi,Smoky Hill,1077,US,19632.2,19488.6,38.7267,-98.2337,-98.225,38.725, ,calibrated,01/01/1980 00:00',04/10/2023 00:00',05/10/2003 00:00',0.510772,0.0937484,KGEJSD,NorthAmerica,Mississipi,0.0
5981,Hermann Mo,Mississippi,Missouri,1077,US,1357678.0,1341297.0,38.71,-91.4393,-91.425,38.725, ,calibrated,01/01/1980 00:00',07/08/2023 00:00',08/08/2003 00:00',0.879865,0.0151439,KGEJSD,NorthAmerica,Mississipi,0.003562509771046007
5983,Shoals In East Fork,Mississippi,White Trib. Ohio,1077,US,12760.9,12872.12,38.6673,-86.7922,-86.775,38.725, ,calibrated,01/01/1980 00:00',01/01/2024 00:00',02/01/2004 00:00',0.787377,0.0475951,KGEJSD,NorthAmerica,Mississipi,0.0
5985,Manisa,Coastal,Gediz Nehri,1077,TR,15616.0,15936.77824,38.6196,27.4308,27.425,38.625, ,calibrated,01/01/1980 00:00',01/10/1986 00:00',01/01/1980 00:00',0.837821,0.0464464,KGEJSD,Europe,SouthEastTurkeyIsraelDon,0.0
5987,Petersburg In,Mississippi,White Trib. Ohio,1077,US,28813.8,28947.57,38.5109,-87.2895,-87.275,38.525, ,calibrated,01/01/1980 00:00',22/05/2023 00:00',23/05/2003 00:00',0.804962,0.0232435,KGEJSD,NorthAmerica,Mississipi,0.0
5988,Mount Carmel Ill,Mississippi,Wabash,1077,US,74164.7,74774.22,38.402,-87.7528,-87.775,38.375, ,calibrated,01/01/1980 00:00',01/01/2024 00:00',02/01/2004 00:00',0.846559,0.0308927,KGEJSD,NorthAmerica,Mississipi,0.0
5989,New Athens Il,Mississippi,Kaskaskia,1077,US,13418.9,13359.79,38.3292,-89.8793,-89.875,38.325, ,calibrated,10/04/2009 00:00',18/07/2022 00:00',10/04/2009 00:00',0.7284,0.117475,KGE,NorthAmerica,Mississipi,0.0
5990,Louisville Ky,Mississippi,Ohio,1077,US,236130.0,236906.61,38.2803,-85.7991,-85.825,38.275, ,calibrated,01/01/1980 00:00',15/09/2021 00:00',16/09/2001 00:00',0.866785,0.014309,KGEJSD,NorthAmerica,Mississipi,0.0
5991,Above Pueblo Co,Mississippi,Arkansas,1077,US,12095.3,12045.46,38.2717,-104.718,-104.675,38.275, ,calibrated,01/01/1980 00:00',01/10/2007 00:00',03/07/1987 00:00',0.621136,0.152507,KGEJSD,NorthAmerica,Mississipi,0.0059788142720373265
5993,Kanawha Falls Wv,Mississippi,Kanawha,1077,US,21680.9,22043.0,38.1382,-81.2143,-81.225,38.125, ,calibrated,01/01/1980 00:00',26/09/2023 00:00',27/09/2003 00:00',0.808475,0.00749356,KGEJSD,NorthAmerica,Mississipi,0.0
5994,Above Poison Sp Wash Near Hanksville Ut,Colorado Pacific Ocean,Dirty Devil,1077,US,10771.8,11048.89,38.0942,-110.4074,-110.425,38.075, ,calibrated,01/01/1980 00:00',19/01/2023 00:00',20/01/2003 00:00',0.356868,0.389715,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
5995,Above Shell City Mo,Mississippi,Osage,1077,US,14011.9,14205.02,38.0556,-94.1458,-94.175,38.025, ,calibrated,23/05/1980 00:00',19/02/2012 00:00',20/02/1992 00:00',0.620579,0.0273352,KGEJSD,NorthAmerica,Mississipi,0.0
5996,Near Hutchinson Ks,Mississippi,Arkansas,1077,US,100776.9,101504.08,37.9464,-97.775,-97.775,37.925, ,calibrated,01/01/1980 00:00',08/11/2022 00:00',09/11/2002 00:00',0.713731,0.0373541,KGEJSD,NorthAmerica,Mississipi,0.0007095025345968694
5997,Chester Il,Mississippi,Mississippi,1077,US,1835274.0,1819923.32,37.9028,-89.8362,-89.775,37.875, ,calibrated,01/01/1980 00:00',21/12/2023 00:00',22/12/2003 00:00',0.876406,0.0157576,KGEJSD,NorthAmerica,Mississipi,0.0026255962134617357
5998,Kerki,Aral Sea,Amu Darya,1077,TM,309000.0,275783.7,37.83,65.25,65.225,37.825, ,calibrated,01/01/1980 00:00',01/01/1990 00:00',01/01/1980 00:00',0.859336,0.0399241,KGEJSD,Asia,SyrDaryaAmurDaryaLakeBalkash,0.24068697738556144
5999,Near Vernalis Ca,San Joaquin,San Joaquin,1077,US,35058.2,35060.46,37.676,-121.2663,-121.275,37.675, ,calibrated,01/01/1980 00:00',17/11/2022 00:00',18/11/2002 00:00',0.9228,0.0691071,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.039795130321917865
6001,Near Richmond Va,James,James,1077,US,17503.2,17671.9913,37.5632,-77.5469,-77.525,37.575, ,calibrated,01/01/1980 00:00',26/10/2023 00:00',27/10/2003 00:00',0.793456,0.0150722,KGEJSD,NorthAmerica,GulfAtlanticCoastCaribbean,0.0
6002,Near Parsons Ks,Mississippi,Neosho,1077,US,12703.9,12639.77,37.3401,-95.11,-95.125,37.325, ,calibrated,01/01/1980 00:00',12/10/2023 00:00',13/10/2003 00:00',0.632429,0.0249897,KGEJSD,NorthAmerica,Mississipi,0.0
6003,Yeo Ju,Han Gang,Han,1077,KR,11104.4,11181.1,37.2961,127.6475,127.675,37.275, ,calibrated,02/01/1995 00:00',01/01/2010 00:00',02/01/1995 00:00',0.621506,0.0895489,KGEJSD,Asia,Japan_China,0.0
6004,Thebes Il,Mississippi,Mississippi,1077,US,1847188.0,1831712.06,37.2167,-89.464,-89.475,37.225, ,calibrated,01/01/1980 00:00',24/10/2023 00:00',25/10/2003 00:00',0.871669,0.0187771,KGEJSD,NorthAmerica,Mississipi,0.0026086979857970604
6005,Metropolis Ill,Mississippi,Ohio,1077,US,525770.0,526841.81,37.1476,-88.7409,-88.725,37.125, ,calibrated,01/01/1983 00:00',13/01/2015 00:00',14/01/1995 00:00',0.821434,0.0197606,KGEJSD,NorthAmerica,Mississipi,0.0
6006,Near Bluff Utah,Colorado Pacific Ocean,San Juan,1077,US,59570.0,59436.41,37.1469,-109.8648,-109.875,37.125, ,calibrated,01/01/1980 00:00',31/10/2023 00:00',01/11/2003 00:00',0.678538,0.0719719,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
6007,Arkansas City,Mississippi,Arkansas,1077,US,113216.7,116318.17,37.0564,-97.0592,-97.075,37.075, ,calibrated,01/01/1980 00:00',26/10/2023 00:00',27/10/2003 00:00',0.759193,0.0156446,KGEJSD,NorthAmerica,Mississipi,0.0006191416004233356
6010,Four Corners Co,Colorado Pacific Ocean,San Juan,1077,US,37814.0,37782.11,37.0056,-109.034,-109.025,37.025, ,calibrated,01/01/1980 00:00',08/11/2021 00:00',17/06/2001 00:00',0.636083,0.078825,KGEJSD,NorthAmerica,PacificCoastColoradoCaliforniaGreatSalt,0.0
